event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-01 00:00:28 UTC,view,28600026,2053013558282682943,,,399.73,555447224,889da81c-2cfc-4df6-a038-ed436c79ee80
2019-10-01 00:00:28 UTC,view,26200591,2053013563693335403,,,203.35,548449430,99617d1c-1b5a-42f8-99f1-42ad83a6155f
2019-10-01 00:00:28 UTC,purchase,28714755,2053013565228450757,apparel.shoes,respect,51.22,555447570,99877fbe-d5a8-475e-a662-66bc9d29b6f8
2019-10-01 00:00:30 UTC,view,3701388,2053013565983425517,appliances.environment.vacuum,dauscher,33.21,515342595,0e30e1c0-4d3e-4e1a-90e3-ab93b5f5c1a2
2019-10-01 00:00:31 UTC,purchase,3900746,2053013552326770905,appliances.environment.water_heater,haier,102.38,555444559,98b88fa0-d8fa-4b9d-8a71-3dd403afab85
2019-10-01 00:00:31 UTC,view,28718079,2053013565362668491,apparel.shoes.keds,respect,66.67,545323115,75fb5d0c-e907-4293-9c87-2419c2a7709d
2019-10-01 00:00:33 UTC,purchase,2700239,2053013563911439225,appliances.kitchen.refrigerators,atlant,283.12,521242564,f102dd9b-1cbc-4271-b1f8-a34548d02ec3
2019-10-01 00:00:33 UTC,view,28717908,2053013565782098913,apparel.shoes,burgerschuhe,102.45,513798668,2034798f-43f2-8bcb-b169-c5f04a7a5a4f
2019-10-01 00:00:34 UTC,purchase,26200591,2053013563693335403,,,203.35,555447748,b50d1ae8-1948-4517-8460-09b7601ceef6
2019-10-01 00:00:35 UTC,view,3701244,2053013565983425517,appliances.environment.vacuum,elenberg,33.44,515535834,d90a6f2f-0d0f-47cf-9fe9-62db93dffdb9
2019-10-01 00:00:35 UTC,view,4300070,2053013552385491165,,timberk,38.59,544648245,bb8e28c8-d11f-428a-95e7-056e974fe835
2019-10-01 00:00:35 UTC,purchase,3601505,2053013563810775923,appliances.kitchen.washer,samsung,463.15,526631741,5ec9bd77-beef-443e-b987-62ffb55b8132
2019-10-01 00:00:36 UTC,purchase,12712064,2053013553559896355,,triangle,30.89,515454339,828dbd8e-8683-409b-aef6-6a94ac983b45
2019-10-01 00:00:36 UTC,purchase,3600575,2053013563810775923,appliances.kitchen.washer,hotpoint-ariston,275.37,554754045,bd0302ef-c5ca-4b6a-b916-95cc2840c72c
2019-10-01 00:00:36 UTC,view,2900475,2053013554776244595,appliances.kitchen.microwave,gorenje,295.99,533078094,6eaaf55a-7bbe-4b3d-95a8-f3b3e31c39c8
2019-10-01 00:00:36 UTC,purchase,1004767,2053013555631882655,electronics.smartphone,samsung,254.82,512558158,9a206ba2-37c7-4354-9d31-37ff3bb297ed
2019-10-01 00:00:37 UTC,purchase,1701111,2053013553031414015,computers.peripherals.monitor,acer,514.79,547028884,3ea7c620-a8d7-45c5-9ced-2e9874e2f549
2019-10-01 00:00:41 UTC,purchase,1003141,2053013555631882655,electronics.smartphone,apple,382.97,551377651,ca11a570-47da-4630-898b-9a03127703da
2019-10-01 00:00:42 UTC,purchase,4803399,2053013554658804075,electronics.audio.headphone,jbl,33.21,555428858,8a6afed4-77f8-40c9-8e76-e062b28216ce
2019-10-01 00:00:42 UTC,view,26400291,2053013563651392361,,lucente,188.94,551331813,19ded3e3-823b-4f51-ad00-ab84f364f5ef
2019-10-01 00:00:43 UTC,view,1005135,2053013555631882655,electronics.smartphone,apple,1747.79,535871217,c6bd7419-2748-4c56-95b4-8cec9ff8b80d
2019-10-01 00:00:44 UTC,view,23100006,2053013561638126333,,,357.79,513642368,17566c27-0a8f-4506-9f30-c6a2ccbf583b
2019-10-01 00:00:44 UTC,view,31501163,2053013558031024687,,luminarc,128.45,550978835,6280d577-25c8-4147-99a7-abc6048498d6
2019-10-01 00:00:44 UTC,purchase,1002544,2053013555631882655,electronics.smartphone,apple,464.13,532085144,77ae546a-542b-414c-a01b-c5ceca7e99cf
2019-10-01 00:00:44 UTC,view,26500313,2053013563550729061,,lucente,267.19,525856698,f72ea16b-4ec3-44f8-8fcd-35d89984b744
2019-10-01 00:00:46 UTC,view,13500041,2053013557099889147,furniture.bedroom.bed,brw,80.31,555446365,7f0062d8-ead0-4e0a-96f6-43a0b79a2fc4
2019-10-01 00:00:46 UTC,view,4100126,2053013561218695907,,sony,326.62,519885473,b70cb218-db90-4011-b582-0bd237109df1
2019-10-01 00:00:50 UTC,purchase,19000296,2053013557225718275,,gran-stone,64.93,525734504,83f584ed-c7f7-442e-8ae9-713cb27fdece
2019-10-01 00:00:50 UTC,view,28717211,2053013565882762215,,respect,76.96,555447577,4337a670-6520-4159-aff4-fd620d2599f9
2019-10-01 00:00:50 UTC,view,1005105,2053013555631882655,electronics.smartphone,apple,1415.48,529755884,0b828fb6-99bd-4d26-beb3-3021f5d6102c
2019-10-01 00:00:50 UTC,view,1307135,2053013558920217191,computers.notebook,hp,320.35,542378517,244570b9-ebb4-4d4a-b63a-653225d975d5
2019-10-01 00:00:51 UTC,purchase,27500014,2053013554692358509,,redmond,37.98,555217733,74d40a28-41f9-4325-bbae-b179bd2c0a38
2019-10-01 00:00:55 UTC,view,1004659,2053013555631882655,electronics.smartphone,samsung,787.18,512558158,9a206ba2-37c7-4354-9d31-37ff3bb297ed
2019-10-01 00:00:56 UTC,view,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,23.13,541366014,6d8ce6fb-2953-4e95-96fe-b40f1ec50ba8
2019-10-01 00:00:57 UTC,view,1004873,2053013555631882655,electronics.smartphone,samsung,388.81,555447651,c3240a5e-6cb8-4d78-9732-a63c608444ef
2019-10-01 00:00:57 UTC,purchase,1005073,2053013555631882655,electronics.smartphone,samsung,1207.71,543427258,4fc3e61d-5f94-45bb-82dc-ac77f59b5870
2019-10-01 00:00:58 UTC,view,4802639,2053013554658804075,electronics.audio.headphone,sony,218.77,514808401,1877639d-46a4-44f8-bae9-a14456952240
2019-10-01 00:01:00 UTC,view,3900930,2053013552326770905,appliances.environment.water_heater,teploross,90.32,555444559,98b88fa0-d8fa-4b9d-8a71-3dd403afab85
2019-10-01 00:01:00 UTC,view,3701062,2053013565983425517,appliances.environment.vacuum,gorenje,90.07,515342595,0e30e1c0-4d3e-4e1a-90e3-ab93b5f5c1a2
2019-10-01 00:01:00 UTC,view,4300262,2053013552385491165,,vitek,72.0,523239174,464a96b0-03ee-420d-92fb-643469379b89
2019-10-01 00:01:02 UTC,view,27500015,2053013554692358509,,kelli,36.6,555217733,74d40a28-41f9-4325-bbae-b179bd2c0a38
2019-10-01 00:01:02 UTC,view,10900026,2053013555069845885,appliances.kitchen.mixer,panasonic,40.8,514080443,b65b8d08-14af-496c-94cb-44886c6a96d5
2019-10-01 00:01:04 UTC,view,1004870,2053013555631882655,electronics.smartphone,samsung,286.86,516489361,7d6d03fb-39d6-4143-8694-981a550acaaa
2019-10-01 00:01:05 UTC,purchase,1306083,2053013558920217191,computers.notebook,hp,1512.78,550050854,7c90fc70-0e80-4590-96f3-13c02c18c713
2019-10-01 00:01:06 UTC,view,1307004,2053013558920217191,computers.notebook,lenovo,290.61,542378517,244570b9-ebb4-4d4a-b63a-653225d975d5
2019-10-01 00:01:06 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,555447788,94c1a98c-41a3-401e-ad99-439beac4495c
2019-10-01 00:01:07 UTC,view,27700113,2053013560086233771,construction.tools.pump,leo,48.9,515630204,f9cc0313-5572-4894-a4eb-45d855f064cc
2019-10-01 00:01:08 UTC,purchase,1004659,2053013555631882655,electronics.smartphone,samsung,787.18,512558158,9a206ba2-37c7-4354-9d31-37ff3bb297ed
2019-10-01 00:01:09 UTC,purchase,15100337,2053013557024391671,,,257.15,519107250,566511c2-e2e3-422b-b695-cf8e6e792ca8
2019-10-01 00:01:10 UTC,view,4100126,2053013561218695907,,sony,326.62,519885473,b70cb218-db90-4011-b582-0bd237109df1
2019-10-01 00:01:11 UTC,view,1004836,2053013555631882655,electronics.smartphone,samsung,241.19,546259103,6e2984c8-502e-4fe7-bbba-34087f760175
2019-10-01 00:01:12 UTC,purchase,26500144,2053013563550729061,,lucente,259.21,525856698,f72ea16b-4ec3-44f8-8fcd-35d89984b744
2019-10-01 00:01:14 UTC,view,1004659,2053013555631882655,electronics.smartphone,samsung,787.18,512558158,9a206ba2-37c7-4354-9d31-37ff3bb297ed
2019-10-01 00:01:14 UTC,view,32601078,2053013566587404305,,okuma,32.18,513696314,1c073854-b838-4cf9-bfe9-b30b742b1751
2019-10-01 00:01:15 UTC,view,1801555,2053013554415534427,electronics.video.tv,lg,462.25,537918940,406c46ed-90a4-4787-a43b-59a410c1a5fb
2019-10-01 00:01:16 UTC,purchase,1004497,2053013555631882655,electronics.smartphone,nokia,159.33,550859983,4718c88d-1892-4a5f-931a-f61ad7a20459
2019-10-01 00:01:17 UTC,view,50500080,2127425438190928416,,krause,77.69,513642368,17566c27-0a8f-4506-9f30-c6a2ccbf583b
2019-10-01 00:01:17 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,515757896,4938043e-e50f-44ad-944d-958d04df62d6
2019-10-01 00:01:21 UTC,purchase,28708392,2053013565069067197,apparel.shoes.keds,strobbs,31.92,555447570,99877fbe-d5a8-475e-a662-66bc9d29b6f8
2019-10-01 00:01:23 UTC,view,10900026,2053013555069845885,appliances.kitchen.mixer,panasonic,40.8,514080443,b65b8d08-14af-496c-94cb-44886c6a96d5
2019-10-01 00:01:24 UTC,view,34700023,2061717937420501730,,,109.4,539512263,f27a45f8-fb98-459a-96a6-45271f56a987
2019-10-01 00:01:24 UTC,view,1004785,2053013555631882655,electronics.smartphone,huawei,278.55,514336739,cccc58c1-4986-4d08-b595-d837c0c7d514
2019-10-01 00:01:25 UTC,view,3900990,2053013552326770905,appliances.environment.water_heater,ariston,122.18,554748717,5459fbe4-2aa5-42b9-9064-05f853218fe0
2019-10-01 00:01:26 UTC,view,15100008,2053013557024391671,,bts,488.82,519107250,566511c2-e2e3-422b-b695-cf8e6e792ca8
2019-10-01 00:01:27 UTC,purchase,10800076,2053013554994348409,,redmond,54.03,539194858,5fe9d0a0-0de6-47de-a55a-eae9f89475cd
2019-10-01 00:01:28 UTC,purchase,4300070,2053013552385491165,,timberk,38.59,544648245,bb8e28c8-d11f-428a-95e7-056e974fe835
2019-10-01 00:01:28 UTC,view,3900815,2053013552326770905,appliances.environment.water_heater,ariston,133.82,531646433,f19e3ef4-a4c3-48b3-8a2b-9533fcf5d727
2019-10-01 00:01:29 UTC,view,1801551,2053013554415534427,electronics.video.tv,haier,463.31,515511944,d63ef339-2d6a-411a-95bd-d58c77ae6e4f
2019-10-01 00:01:29 UTC,view,3500210,2053013555287949705,,vitek,90.61,538491186,d8d1598c-7964-0480-a55d-efcf22220e4d
2019-10-01 00:01:30 UTC,view,3900930,2053013552326770905,appliances.environment.water_heater,teploross,90.32,555444559,98b88fa0-d8fa-4b9d-8a71-3dd403afab85
2019-10-01 00:01:30 UTC,view,1004873,2053013555631882655,electronics.smartphone,samsung,388.81,552783882,0ac92940-754e-4cee-baaf-e6a1701a7062
2019-10-01 00:01:30 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,975.57,514218020,d7c4761f-de75-454b-9164-177db5e53695
2019-10-01 00:01:31 UTC,view,26200210,2053013563693335403,,,98.84,555447493,8c3e1835-2196-4022-926c-7f0da0ae0aa5
2019-10-01 00:01:31 UTC,purchase,3900774,2053013552326770905,appliances.environment.water_heater,artel,72.85,513664804,c0177eae-2279-4b2f-8bf7-e9837cc0612a
2019-10-01 00:01:32 UTC,view,1004158,2053013555631882655,electronics.smartphone,samsung,952.41,543427258,4fc3e61d-5f94-45bb-82dc-ac77f59b5870
2019-10-01 00:01:33 UTC,purchase,1801796,2053013554415534427,electronics.video.tv,elenberg,411.83,537918940,406c46ed-90a4-4787-a43b-59a410c1a5fb
2019-10-01 00:01:33 UTC,purchase,1480734,2053013561092866779,computers.desktop,pulser,983.27,512742880,0d0d91c2-c9c2-4e81-90a5-86594dec0db9
2019-10-01 00:01:34 UTC,view,6200688,2053013552293216471,appliances.environment.air_heater,oasis,28.7,512796782,d0923aaf-76e3-4ed6-bc0b-a837fad69e1b
2019-10-01 00:01:35 UTC,view,13100083,2053013553526341921,,skad,223.94,518553316,e056d030-e659-4616-8187-fdc4774da45c
2019-10-01 00:01:36 UTC,view,1003549,2053013555631882655,electronics.smartphone,samsung,344.64,546089729,796f2f69-c266-4202-a583-b87394db8469
2019-10-01 00:01:36 UTC,view,1004720,2053013555631882655,electronics.smartphone,huawei,130.65,555357251,a4184ca6-5dcb-40e3-b709-dde079c844ca
2019-10-01 00:01:39 UTC,view,18000928,2053013558525952589,,samsung,20.57,546259103,6e2984c8-502e-4fe7-bbba-34087f760175
2019-10-01 00:01:39 UTC,view,4100138,2053013561218695907,,sony,413.91,554610163,2e495bf2-4d5f-44b7-a711-a55c02e5512c
2019-10-01 00:01:39 UTC,view,18400215,2053013553912217915,,pride,231.15,512946118,474d181c-bdb3-4cce-8c83-fabc9604612d
2019-10-01 00:01:39 UTC,purchase,1004258,2053013555631882655,electronics.smartphone,apple,735.05,513758741,a8e9a7cf-2708-43b1-90ae-3a9b11bc4300
2019-10-01 00:01:40 UTC,purchase,27700113,2053013560086233771,construction.tools.pump,leo,48.9,515630204,f9cc0313-5572-4894-a4eb-45d855f064cc
2019-10-01 00:01:41 UTC,purchase,1004870,2053013555631882655,electronics.smartphone,samsung,286.86,516489361,7d6d03fb-39d6-4143-8694-981a550acaaa
2019-10-01 00:01:42 UTC,view,1306631,2053013558920217191,computers.notebook,hp,580.89,550050854,7c90fc70-0e80-4590-96f3-13c02c18c713
2019-10-01 00:01:42 UTC,purchase,1004792,2053013555631882655,electronics.smartphone,xiaomi,456.45,513457407,d6f9a1f2-f96f-4220-b393-ec697a3183c5
2019-10-01 00:01:43 UTC,purchase,5100855,2053013553341792533,electronics.clocks,apple,617.52,554190174,46279e69-5c2a-4c3c-945b-460268bc683c
2019-10-01 00:01:43 UTC,view,3701062,2053013565983425517,appliances.environment.vacuum,gorenje,90.07,515342595,0e30e1c0-4d3e-4e1a-90e3-ab93b5f5c1a2
2019-10-01 00:01:44 UTC,view,1004321,2053013555631882655,electronics.smartphone,huawei,243.25,514336739,cccc58c1-4986-4d08-b595-d837c0c7d514
2019-10-01 00:01:44 UTC,purchase,1003317,2053013555631882655,electronics.smartphone,apple,957.53,514218020,d7c4761f-de75-454b-9164-177db5e53695
2019-10-01 00:01:45 UTC,view,1003305,2053013555631882655,electronics.smartphone,apple,612.43,551377651,3c80f0d6-e9ec-4181-8c5c-837a30be2d68
2019-10-01 00:01:45 UTC,purchase,3701226,2053013565983425517,appliances.environment.vacuum,redmond,149.24,555217733,74d40a28-41f9-4325-bbae-b179bd2c0a38
2019-10-01 00:01:46 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,543272936,8187d148-3c41-46d4-b0c0-9c08cd9dc564
2019-10-01 00:01:47 UTC,purchase,1004545,2053013555631882655,electronics.smartphone,huawei,566.01,537918940,406c46ed-90a4-4787-a43b-59a410c1a5fb
2019-10-01 00:01:47 UTC,view,1480456,2053013561092866779,computers.desktop,pulser,1016.73,512742880,0d0d91c2-c9c2-4e81-90a5-86594dec0db9
2019-10-01 00:01:48 UTC,view,18400215,2053013553912217915,,pride,231.15,512946118,474d181c-bdb3-4cce-8c83-fabc9604612d
2019-10-01 00:01:48 UTC,view,28714158,2053013565413000141,apparel.shoes.slipons,caprice,41.19,535055930,9f5785c3-2c85-4e0e-8173-0ae4527725ad
2019-10-01 00:01:50 UTC,purchase,28715758,2053013565069067197,apparel.shoes.keds,nexpero,107.85,555447570,99877fbe-d5a8-475e-a662-66bc9d29b6f8
2019-10-01 00:01:50 UTC,view,26200591,2053013563693335403,,,203.35,548449430,99617d1c-1b5a-42f8-99f1-42ad83a6155f
2019-10-01 00:01:51 UTC,view,3701062,2053013565983425517,appliances.environment.vacuum,gorenje,90.07,515342595,0e30e1c0-4d3e-4e1a-90e3-ab93b5f5c1a2
2019-10-01 00:01:51 UTC,view,6200547,2053013552293216471,appliances.environment.air_heater,oasis,49.81,555447228,1865d0ee-1f9b-4c7d-967a-43c0c1c481d7
2019-10-01 00:01:52 UTC,view,1003317,2053013555631882655,electronics.smartphone,apple,957.53,512539408,3e686589-9b0c-4db0-9b75-3f2738583e75
2019-10-01 00:01:53 UTC,purchase,3600575,2053013563810775923,appliances.kitchen.washer,hotpoint-ariston,275.37,554754045,bd0302ef-c5ca-4b6a-b916-95cc2840c72c
2019-10-01 00:01:54 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,254.82,551417808,3f2209fb-0fe6-4093-8486-51e52dbda8cf
2019-10-01 00:01:58 UTC,purchase,4100274,2053013561218695907,,microsoft,275.4,519885473,b70cb218-db90-4011-b582-0bd237109df1
2019-10-01 00:01:59 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,513457407,d6f9a1f2-f96f-4220-b393-ec697a3183c5
2019-10-01 00:01:59 UTC,view,1004792,2053013555631882655,electronics.smartphone,xiaomi,456.45,516896785,4263d574-0b40-416e-a53b-5203bb09a47c
2019-10-01 00:02:01 UTC,view,1005135,2053013555631882655,electronics.smartphone,apple,1747.79,514218020,d7c4761f-de75-454b-9164-177db5e53695
2019-10-01 00:02:02 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,254.82,552783882,0ac92940-754e-4cee-baaf-e6a1701a7062
2019-10-01 00:02:02 UTC,view,1004249,2053013555631882655,electronics.smartphone,apple,739.81,512539408,3e686589-9b0c-4db0-9b75-3f2738583e75
2019-10-01 00:02:03 UTC,view,27700113,2053013560086233771,construction.tools.pump,leo,48.9,515630204,f9cc0313-5572-4894-a4eb-45d855f064cc
2019-10-01 00:02:04 UTC,view,4300070,2053013552385491165,,timberk,38.59,544648245,bb8e28c8-d11f-428a-95e7-056e974fe835
2019-10-01 00:02:04 UTC,purchase,6200315,2053013552293216471,appliances.environment.air_heater,elenberg,33.44,512796782,d0923aaf-76e3-4ed6-bc0b-a837fad69e1b
2019-10-01 00:02:05 UTC,purchase,26201000,2053013563693335403,,lucente,106.31,555447748,b50d1ae8-1948-4517-8460-09b7601ceef6
2019-10-01 00:02:06 UTC,view,1004661,2053013555631882655,electronics.smartphone,samsung,885.07,555447884,3c8064a1-d825-48f5-a91b-e7fed6336f21
2019-10-01 00:02:08 UTC,purchase,1002528,2053013555631882655,electronics.smartphone,apple,643.23,551377651,3c80f0d6-e9ec-4181-8c5c-837a30be2d68
2019-10-01 00:02:08 UTC,view,18400077,2053013553912217915,,kicx,288.3,512946118,474d181c-bdb3-4cce-8c83-fabc9604612d
2019-10-01 00:02:09 UTC,view,26201858,2053013563693335403,,,235.01,548449430,99617d1c-1b5a-42f8-99f1-42ad83a6155f
2019-10-01 00:02:10 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,254.82,513457407,d6f9a1f2-f96f-4220-b393-ec697a3183c5
2019-10-01 00:02:11 UTC,purchase,1307073,2053013558920217191,computers.notebook,acer,669.0,514805015,ae211ff5-7e3e-4a19-9bf6-bb7e19421843
2019-10-01 00:02:12 UTC,view,1004949,2053013555631882655,electronics.smartphone,oneplus,838.89,533205672,698f6680-5fcf-4bf0-af14-cea6366052d5
2019-10-01 00:02:12 UTC,view,5100816,2053013553375346967,,xiaomi,29.51,515755304,64958978-ba24-40f9-9b1d-51fd64a830bd
2019-10-01 00:02:12 UTC,view,13101547,2053013553526341921,,skad,195.63,518553316,e056d030-e659-4616-8187-fdc4774da45c
2019-10-01 00:02:13 UTC,view,3701244,2053013565983425517,appliances.environment.vacuum,elenberg,33.44,515535834,d90a6f2f-0d0f-47cf-9fe9-62db93dffdb9
2019-10-01 00:02:14 UTC,purchase,1004237,2053013555631882655,electronics.smartphone,apple,1081.98,514218020,d7c4761f-de75-454b-9164-177db5e53695
2019-10-01 00:02:14 UTC,purchase,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,543272936,8187d148-3c41-46d4-b0c0-9c08cd9dc564
2019-10-01 00:02:15 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,254.82,551417808,3f2209fb-0fe6-4093-8486-51e52dbda8cf
2019-10-01 00:02:16 UTC,purchase,17200142,2053013559792632471,furniture.living_room.sofa,,543.1,555446365,7f0062d8-ead0-4e0a-96f6-43a0b79a2fc4
2019-10-01 00:02:16 UTC,view,4802639,2053013554658804075,electronics.audio.headphone,sony,218.77,514808401,1877639d-46a4-44f8-bae9-a14456952240
2019-10-01 00:02:16 UTC,view,1307067,2053013558920217191,computers.notebook,lenovo,251.74,550050854,7c90fc70-0e80-4590-96f3-13c02c18c713
2019-10-01 00:02:17 UTC,purchase,28716595,2053013565782098913,apparel.shoes,baden,76.96,525767277,80ca3883-2c25-4475-b829-7fa1b8372db3
2019-10-01 00:02:19 UTC,view,29800033,2053013559842964121,furniture.living_room.chair,,169.86,555306597,3a374230-2ac7-429d-8fe0-92ad8fdc6b28
2019-10-01 00:02:19 UTC,purchase,13100083,2053013553526341921,,skad,223.94,518553316,e056d030-e659-4616-8187-fdc4774da45c
2019-10-01 00:02:19 UTC,view,3600575,2053013563810775923,appliances.kitchen.washer,hotpoint-ariston,275.37,554754045,bd0302ef-c5ca-4b6a-b916-95cc2840c72c
2019-10-01 00:02:19 UTC,purchase,32800211,2055156924273394455,,rush,158.56,513696314,1c073854-b838-4cf9-bfe9-b30b742b1751
2019-10-01 00:02:20 UTC,purchase,1005115,2053013555631882655,electronics.smartphone,apple,975.57,514218020,d7c4761f-de75-454b-9164-177db5e53695
2019-10-01 00:02:21 UTC,view,10800132,2053013554994348409,,redmond,22.91,539194858,5fe9d0a0-0de6-47de-a55a-eae9f89475cd
2019-10-01 00:02:22 UTC,purchase,6200035,2053013552293216471,appliances.environment.air_heater,elenberg,56.6,550624133,b314b9cb-5eaf-4b01-b1ef-acd37754e902
2019-10-01 00:02:23 UTC,view,26201858,2053013563693335403,,,235.01,548449430,99617d1c-1b5a-42f8-99f1-42ad83a6155f
2019-10-01 00:02:23 UTC,view,21403078,2053013561579406073,electronics.clocks,casio,39.05,525856698,f72ea16b-4ec3-44f8-8fcd-35d89984b744
2019-10-01 00:02:23 UTC,view,4300262,2053013552385491165,,vitek,72.0,523239174,464a96b0-03ee-420d-92fb-643469379b89
